Date,Value,Currency
2019-04-23,103297.27,MXN
2019-04-22,104011.60,MXN
2019-04-21,101447.03,MXN
2019-04-19,99144.31,MXN
2019-04-18,99402.65,MXN
2019-04-17,99481.48,MXN
2019-04-16,98773.82,MXN
2019-04-15,98225.52,MXN
2019-04-14,94259.30,MXN
2019-04-12,95548.31,MXN
2019-04-11,95517.26,MXN
2019-04-10,94981.82,MXN
2019-04-09,100605.32,MXN
2019-04-08,98874.48,MXN
2019-04-07,100853.44,MXN
2019-04-06,96188.11,MXN
2019-04-05,96173.43,MXN
2019-04-04,96701.01,MXN
2019-04-03,94204.41,MXN
2019-04-02,95602.49,MXN
2019-04-01,93918.14,MXN
2019-05-31,166877.14,MXN
2019-05-30,166880.34,MXN
2019-05-29,158144.63,MXN
2019-05-28,166810.43,MXN
2019-05-27,165678.26,MXN
2019-05-26,167044.74,MXN
2019-05-25,153657.10,MXN
2019-05-24,152980.65,MXN
2019-05-23,152246.40,MXN
2019-05-22,149470.87,MXN
2019-05-21,145126.72,MXN
2019-05-20,151161.11,MXN
2019-05-19,153044.80,MXN
2019-05-17,138888.53,MXN
2019-05-16,140435.29,MXN
2019-05-15,150085.04,MXN
2019-05-14,156913.11,MXN
2019-05-13,153653.60,MXN
2019-05-12,149397.66,MXN
2019-05-10,122301.84,MXN
2019-05-09,122455.41,MXN
2019-05-08,117720.37,MXN
2019-05-07,114011.38,MXN
2019-05-06,110422.09,MXN
2019-05-05,109528.16,MXN
2019-05-03,109151.66,MXN
2019-05-02,109845.98,MXN
2019-05-01,104300.55,MXN
2019-06-30,203585.11,MXN
2019-06-28,236701.23,MXN
2019-06-27,212630.00,MXN
2019-06-26,249584.42,MXN
2019-06-25,225822.35,MXN
2019-06-24,209880.22,MXN
2019-06-23,209880.22,MXN
2019-06-22,200395.58,MXN
2019-06-21,189550.49,MXN
2019-06-20,193764.29,MXN
2019-06-19,181022.86,MXN
2019-06-18,177062.96,MXN
2019-06-17,174238.18,MXN
2019-06-16,178798.13,MXN
2019-06-15,166000.57,MXN
2019-06-14,165882.32,MXN
2019-06-13,166792.17,MXN
2019-06-12,158345.45,MXN
2019-06-11,156607.38,MXN
2019-06-10,152415.87,MXN
2019-06-09,154232.80,MXN
2019-06-07,157357.92,MXN
2019-06-06,157394.40,MXN
2019-06-05,154290.63,MXN
2019-06-04,152866.41,MXN
2019-06-03,152333.08,MXN
2019-06-02,159469.92,MXN
2019-07-31,192478.79,MXN
2019-07-30,183141.35,MXN
2019-07-29,181247.62,MXN
2019-07-28,181075.77,MXN
2019-07-27,179784.82,MXN
2019-07-26,186531.37,MXN
2019-07-25,188697.03,MXN
2019-07-24,187925.49,MXN
2019-07-23,188506.93,MXN
2019-07-22,196006.19,MXN
2019-07-21,196006.19,MXN
2019-07-19,199544.21,MXN
2019-07-18,202743.62,MXN
2019-07-17,185335.92,MXN
2019-07-16,178924.53,MXN
2019-07-15,206386.96,MXN
2019-07-14,206386.96,MXN
2019-07-13,213777.17,MXN
2019-07-12,224321.18,MXN
2019-07-11,217369.32,MXN
2019-07-10,230849.40,MXN
2019-07-09,236666.25,MXN
2019-07-08,234504.94,MXN
2019-07-07,234504.94,MXN
2019-07-05,208832.97,MXN
2019-07-04,211153.33,MXN
2019-07-03,229445.78,MXN
2019-07-02,207607.61,MXN
2019-07-01,203585.11,MXN
2019-08-30,193469.23,MXN
2019-08-29,191803.81,MXN
2019-08-28,193922.33,MXN
2019-08-27,203427.55,MXN
2019-08-26,208378.13,MXN
2019-08-25,201430.49,MXN
2019-08-23,206246.88,MXN
2019-08-22,198706.06,MXN
2019-08-21,199500.00,MXN
2019-08-20,213689.25,MXN
2019-08-19,213285.87,MXN
2019-08-18,203305.04,MXN
2019-08-16,202047.42,MXN
2019-08-15,202625.77,MXN
2019-08-14,193787.00,MXN
2019-08-13,212875.00,MXN
2019-08-12,220745.45,MXN
2019-08-11,223279.58,MXN
2019-08-09,231282.14,MXN
2019-08-08,236533.73,MXN
2019-08-07,233284.52,MXN
2019-08-06,226210.34,MXN
2019-08-05,227510.59,MXN
2019-08-04,212450.20,MXN
2019-08-02,202213.68,MXN
2019-08-01,199338.54,MXN
2019-09-30,162633.88,MXN
2019-09-29,159926.08,MXN
2019-09-27,162454.55,MXN
2019-09-26,159081.30,MXN
2019-09-25,164709.32,MXN
2019-09-24,167896.55,MXN
2019-09-23,188533.01,MXN
2019-09-22,195353.07,MXN
2019-09-21,194881.72,MXN
2019-09-20,198257.14,MXN
2019-09-19,199965.98,MXN
2019-09-18,197477.55,MXN
2019-09-17,198187.76,MXN
2019-09-16,199980.41,MXN
2019-09-15,200022.88,MXN
2019-09-13,202380.21,MXN
2019-09-12,203118.75,MXN
2019-09-11,198897.96,MXN
2019-09-10,197530.30,MXN
2019-09-09,201454.64,MXN
2019-09-08,203524.91,MXN
2019-09-07,205449.20,MXN
2019-09-06,203151.55,MXN
2019-09-05,207217.89,MXN
2019-09-04,212347.87,MXN
2019-09-03,214090.43,MXN
2019-09-02,209310.42,MXN
2019-09-01,197009.45,MXN
2019-10-31,175164.22,MXN
2019-10-30,175295.41,MXN
2019-10-29,180284.91,MXN
2019-10-28,176289.81,MXN
2019-10-27,182721.14,MXN
2019-10-26,174631.92,MXN
2019-10-25,166242.61,MXN
2019-10-24,143621.05,MXN
2019-10-23,143915.04,MXN
2019-10-22,154208.06,MXN
2019-10-21,157997.52,MXN
2019-10-20,157162.17,MXN
2019-10-18,153438.40,MXN
2019-10-17,156056.10,MXN
2019-10-16,155085.48,MXN
2019-10-15,157945.90,MXN
2019-10-14,162252.94,MXN
2019-10-13,160384.78,MXN
2019-10-11,161955.83,MXN
2019-10-10,168835.34,MXN
2019-10-09,169182.76,MXN
2019-10-08,160417.21,MXN
2019-10-07,161328.93,MXN
2019-10-06,153739.60,MXN
2019-10-05,159562.19,MXN
2019-10-04,161090.16,MXN
2019-10-03,163501.65,MXN
2019-10-02,166418.49,MXN
2019-10-01,164456.67,MXN
2019-11-29,151096.12,MXN
2019-11-28,145929.85,MXN
2019-11-27,146671.43,MXN
2019-11-26,139893.53,MXN
2019-11-25,138178.57,MXN
2019-11-24,137892.97,MXN
2019-11-22,141510.22,MXN
2019-11-21,148623.66,MXN
2019-11-20,154868.00,MXN
2019-11-19,158337.70,MXN
2019-11-18,159990.00,MXN
2019-11-17,166715.98,MXN
2019-11-15,163666.95,MXN
2019-11-14,168393.04,MXN
2019-11-13,169286.84,MXN
2019-11-12,169128.32,MXN
2019-11-11,167627.19,MXN
2019-11-10,173630.04,MXN
2019-11-08,167733.33,MXN
2019-11-07,177321.30,MXN
2019-11-06,179315.89,MXN
2019-11-05,179139.25,MXN
2019-11-04,180047.17,MXN
2019-11-03,176211.79,MXN
2019-11-01,178137.04,MXN
2019-12-31,136098.56,MXN
2019-12-30,137429.93,MXN
2019-12-29,140854.41,MXN
2019-12-27,138164.23,MXN
2019-12-26,137334.06,MXN
2019-12-25,138413.87,MXN
2019-12-24,138208.03,MXN
2019-12-23,139274.26,MXN
2019-12-22,140605.53,MXN
2019-12-20,136035.97,MXN
2019-12-19,136514.39,MXN
2019-12-18,138083.94,MXN
2019-12-17,125405.30,MXN
2019-12-16,132181.94,MXN
2019-12-15,136174.72,MXN
2019-12-14,135600.94,MXN
2019-12-13,137550.72,MXN
2019-12-12,138415.22,MXN
2019-12-11,138488.49,MXN
2019-12-10,140364.96,MXN
2019-12-09,142627.41,MXN
2019-12-08,145992.53,MXN
2019-12-06,145586.47,MXN
2019-12-05,145008.21,MXN
2019-12-04,141663.04,MXN
2019-12-03,142875.91,MXN
2019-12-02,142597.81,MXN
2019-12-01,144528.55,MXN
2018-01-31,191489.80,MXN
2018-01-30,187856.57,MXN
2018-01-29,207591.01,MXN
2018-01-26,206772.22,MXN
2018-01-25,208258.43,MXN
2018-01-24,214635.63,MXN
2018-01-23,203345.65,MXN
2018-01-22,202015.22,MXN
2018-01-19,213642.53,MXN
2018-01-18,210302.25,MXN
2018-01-17,208361.11,MXN
2018-01-16,211895.51,MXN
2018-01-15,259990.41,MXN
2018-01-12,266880.56,MXN
2018-01-11,256840.00,MXN
2018-01-10,287234.33,MXN
2018-01-09,278146.38,MXN
2018-01-08,286313.43,MXN
2018-01-06,0.001200,MXN
2018-01-05,327237.29,MXN
2018-01-04,293198.48,MXN
2018-01-03,295415.15,MXN
2018-01-02,288983.82,MXN
2018-01-01,265405.41,MXN
2018-02-28,194113.40,MXN
2018-02-27,198551.06,MXN
2018-02-26,191360.82,MXN
2018-02-23,189835.71,MXN
2018-02-22,184687.25,MXN
2018-02-21,196877.89,MXN
2018-02-20,208059.55,MXN
2018-02-19,207576.40,MXN
2018-02-16,188803.06,MXN
2018-02-15,185551.00,MXN
2018-02-14,177469.52,MXN
2018-02-13,158872.65,MXN
2018-02-12,166879.46,MXN
2018-02-09,164079.13,MXN
2018-02-08,155190.08,MXN
2018-02-07,141070.45,MXN
2018-02-06,144737.69,MXN
2018-02-05,129410.42,MXN
2018-02-02,162238.94,MXN
2018-02-01,168973.64,MXN
2018-03-29,124439.73,MXN
2018-03-28,129940.43,MXN
2018-03-27,145876.98,MXN
2018-03-26,143185.16,MXN
2018-03-25,150329.27,MXN
2018-03-23,166731.25,MXN
2018-03-22,160379.13,MXN
2018-03-21,167356.25,MXN
2018-03-20,166940.18,MXN
2018-03-19,161120.69,MXN
2018-03-16,154440.50,MXN
2018-03-15,153491.74,MXN
2018-03-14,152455.74,MXN
2018-03-13,170421.10,MXN
2018-03-12,170719.27,MXN
2018-03-09,172453.70,MXN
2018-03-08,174750.47,MXN
2018-03-07,186633.66,MXN
2018-03-06,201986.02,MXN
2018-03-05,216375.86,MXN
2018-03-02,207065.93,MXN
2018-03-01,206869.23,MXN
2018-04-30,169973.64,MXN
2018-04-29,172564.81,MXN
2018-04-26,167484.82,MXN
2018-04-25,174504.63,MXN
2018-04-24,166474.34,MXN
2018-04-23,181987.50,MXN
2018-04-22,165358.04,MXN
2018-04-19,163246.90,MXN
2018-04-18,150631.67,MXN
2018-04-17,147740.98,MXN
2018-04-16,142792.86,MXN
2018-04-15,145588.71,MXN
2018-04-12,143080.32,MXN
2018-04-11,144393.65,MXN
2018-04-10,127542.66,MXN
2018-04-09,125556.16,MXN
2018-04-08,124512.93,MXN
2018-04-05,120650.33,MXN
2018-04-04,123122.45,MXN
2018-04-03,123968.03,MXN
2018-04-02,135003.70,MXN
2018-04-01,128963.12,MXN
2018-05-31,149650.38,MXN
2018-05-30,148685.71,MXN
2018-05-29,146961.48,MXN
2018-05-28,146164.93,MXN
2018-05-27,139522.14,MXN
2018-05-24,146017.91,MXN
2018-05-23,148745.45,MXN
2018-05-22,148589.47,MXN
2018-05-21,158588.80,MXN
2018-05-20,167142.02,MXN
2018-05-17,163212.40,MXN
2018-05-16,157762.90,MXN
2018-05-15,163911.67,MXN
2018-05-14,165903.39,MXN
2018-05-13,168194.78,MXN
2018-05-10,161654.62,MXN
2018-05-09,176281.08,MXN
2018-05-08,182697.20,MXN
2018-05-07,178211.93,MXN
2018-05-06,179948.60,MXN
2018-05-03,184911.65,MXN
2018-05-02,185347.57,MXN
2018-05-01,175328.70,MXN
2018-06-28,122542.24,MXN
2018-06-27,118557.65,MXN
2018-06-26,122224.54,MXN
2018-06-25,121376.83,MXN
2018-06-24,125190.63,MXN
2018-06-21,123092.73,MXN
2018-06-20,136640.94,MXN
2018-06-19,138583.78,MXN
2018-06-18,138849.32,MXN
2018-06-17,138810.74,MXN
2018-06-14,133580.77,MXN
2018-06-13,136783.44,MXN
2018-06-12,130963.29,MXN
2018-06-11,134388.89,MXN
2018-06-10,140177.93,MXN
2018-06-07,155860.31,MXN
2018-06-06,156104.62,MXN
2018-06-05,155678.63,MXN
2018-06-04,153154.96,MXN
2018-06-03,149942.86,MXN
2018-07-31,142480.15,MXN
2018-07-30,143648.06,MXN
2018-07-29,152513.93,MXN
2018-07-26,152724.59,MXN
2018-07-25,148057.14,MXN
2018-07-24,154546.72,MXN
2018-07-23,158843.70,MXN
2018-07-22,146316.15,MXN
2018-07-19,139966.91,MXN
2018-07-18,140965.67,MXN
2018-07-17,139887.41,MXN
2018-07-16,138477.94,MXN
2018-07-15,127716.22,MXN
2018-07-12,117824.22,MXN
2018-07-11,119116.25,MXN
2018-07-10,121871.15,MXN
2018-07-09,120614.47,MXN
2018-07-08,127074.00,MXN
2018-07-05,127500.00,MXN
2018-07-04,126953.59,MXN
2018-07-03,128245.39,MXN
2018-07-02,129636.36,MXN
2018-07-01,131088.08,MXN
2018-08-31,131510.34,MXN
2018-08-30,134505.63,MXN
2018-08-29,132351.75,MXN
2018-08-28,134267.61,MXN
2018-08-27,133334.04,MXN
2018-08-26,129431.72,MXN
2018-08-23,127558.39,MXN
2018-08-22,122662.09,MXN
2018-08-21,120661.15,MXN
2018-08-20,123399.35,MXN
2018-08-19,118730.82,MXN
2018-08-18,120312.10,MXN
2018-08-17,122569.03,MXN
2018-08-16,125049.34,MXN
2018-08-15,121417.72,MXN
2018-08-14,118740.88,MXN
2018-08-13,118824.22,MXN
2018-08-12,119173.13,MXN
2018-08-11,115237.80,MXN
2018-08-09,114855.83,MXN
2018-08-08,120637.91,MXN
2018-08-07,115995.60,MXN
2018-08-06,124339.60,MXN
2018-08-05,128948.61,MXN
2018-08-04,138425.37,MXN
2018-08-02,138029.63,MXN
2018-08-01,139775.19,MXN
2018-09-30,122857.89,MXN
2018-09-28,123807.95,MXN
2018-09-27,124414.57,MXN
2018-09-26,125660.00,MXN
2018-09-25,122421.29,MXN
2018-09-24,122360.65,MXN
2018-09-23,123975.00,MXN
2018-09-21,126375.84,MXN
2018-09-20,127269.59,MXN
2018-09-19,121790.26,MXN
2018-09-18,120437.82,MXN
2018-09-17,119743.67,MXN
2018-09-16,117968.75,MXN
2018-09-15,123405.23,MXN
2018-09-14,123405.23,MXN
2018-09-13,122273.38,MXN
2018-09-12,123552.60,MXN
2018-09-11,121530.38,MXN
2018-09-10,121167.92,MXN
2018-09-09,122239.87,MXN
2018-09-08,119216.05,MXN
2018-09-06,123285.26,MXN
2018-09-05,126384.97,MXN
2018-09-04,129987.25,MXN
2018-09-03,141063.24,MXN
2018-09-02,138383.33,MXN
2018-10-31,126972.15,MXN
2018-10-30,126118.87,MXN
2018-10-29,122593.67,MXN
2018-10-28,124080.77,MXN
2018-10-26,124064.10,MXN
2018-10-25,125689.03,MXN
2018-10-24,126436.13,MXN
2018-10-23,125253.25,MXN
2018-10-22,125112.90,MXN
2018-10-21,125196.10,MXN
2018-10-19,122656.05,MXN
2018-10-18,123487.10,MXN
2018-10-17,122503.90,MXN
2018-10-16,123369.08,MXN
2018-10-15,123816.45,MXN
2018-10-14,124947.02,MXN
2018-10-12,117062.11,MXN
2018-10-11,118600.00,MXN
2018-10-10,119029.81,MXN
2018-10-09,124945.39,MXN
2018-10-08,125452.98,MXN
2018-10-07,125101.33,MXN
2018-10-05,123789.47,MXN
2018-10-04,126510.60,MXN
2018-10-03,125213.82,MXN
2018-10-02,121994.16,MXN
2018-10-01,122273.86,MXN
2018-11-30,81224.10,MXN
2018-11-29,87011.16,MXN
2018-11-28,87044.26,MXN
2018-11-27,78601.91,MXN
2018-11-26,77288.64,MXN
2018-11-25,80616.60,MXN
2018-11-24,74721.61,MXN
2018-11-23,88223.91,MXN
2018-11-22,87635.50,MXN
2018-11-21,93428.44,MXN
2018-11-20,90524.00,MXN
2018-11-19,96826.44,MXN
2018-11-18,111381.22,MXN
2018-11-16,113109.50,MXN
2018-11-15,115190.40,MXN
2018-11-14,117560.34,MXN
2018-11-13,128815.19,MXN
2018-11-12,128032.48,MXN
2018-11-11,127217.09,MXN
2018-11-09,128435.03,MXN
2018-11-08,128131.61,MXN
2018-11-07,128801.31,MXN
2018-11-06,129016.88,MXN
2018-11-05,129100.00,MXN
2018-11-04,128435.26,MXN
2018-11-02,129242.31,MXN
2018-11-01,129395.54,MXN
2018-12-31,73578.28,MXN
2018-12-30,74999.24,MXN
2018-12-29,73595.51,MXN
2018-12-28,77796.05,MXN
2018-12-27,72603.28,MXN
2018-12-26,76760.38,MXN
2018-12-25,76093.49,MXN
2018-12-24,81309.39,MXN
2018-12-23,78495.28,MXN
2018-12-22,76984.56,MXN
2018-12-21,77610.16,MXN
2018-12-20,82996.69,MXN
2018-12-19,74836.57,MXN
2018-12-18,74608.55,MXN
2018-12-17,71418.79,MXN
2018-12-14,65607.44,MXN
2018-12-13,66177.89,MXN
2018-12-12,70311.15,MXN
2018-12-11,69098.98,MXN
2018-12-10,70396.53,MXN
2018-12-07,69635.62,MXN
2018-12-06,71457.14,MXN
2018-12-05,76490.30,MXN
2018-12-04,80372.33,MXN
2018-12-03,78142.25,MXN
2018-12-02,82657.79,MXN
2017-01-31,20045.85,MXN
2017-01-30,19252.95,MXN
2017-01-29,0.022800,MXN
2017-01-28,0.022600,MXN
2017-01-27,19478.60,MXN
2017-01-26,19281.41,MXN
2017-01-25,19236.76,MXN
2017-01-24,19057.37,MXN
2017-01-23,19828.85,MXN
2017-01-22,0.023100,MXN
2017-01-21,0.023300,MXN
2017-01-20,19573.21,MXN
2017-01-19,19614.32,MXN
2017-01-18,18754.40,MXN
2017-01-17,19493.88,MXN
2017-01-16,17787.51,MXN
2017-01-15,0.025800,MXN
2017-01-13,17963.78,MXN
2017-01-12,17750.89,MXN
2017-01-11,17134.41,MXN
2017-01-10,19312.03,MXN
2017-01-09,19120.43,MXN
2017-01-08,0.023000,MXN
2017-01-07,0.023300,MXN
2017-01-06,18958.78,MXN
2017-01-05,21245.99,MXN
2017-01-04,23972.99,MXN
2017-01-03,21426.14,MXN
2017-01-02,20991.66,MXN
2017-01-01,0.020800,MXN
2017-02-28,23658.98,MXN
2017-02-27,23665.99,MXN
2017-02-26,0.016800,MXN
2017-02-25,0.017200,MXN
2017-02-24,23152.71,MXN
2017-02-23,23317.47,MXN
2017-02-22,22420.74,MXN
2017-02-21,22770.69,MXN
2017-02-20,22032.76,MXN
2017-02-18,0.019200,MXN
2017-02-17,21403.36,MXN
2017-02-16,20935.60,MXN
2017-02-15,20436.59,MXN
2017-02-14,20439.52,MXN
2017-02-13,20221.39,MXN
2017-02-10,20320.96,MXN
2017-02-09,20090.50,MXN
2017-02-08,21762.30,MXN
2017-02-07,21557.92,MXN
2017-02-06,20884.84,MXN
2017-02-05,0.020100,MXN
2017-02-03,20798.68,MXN
2017-02-02,20793.37,MXN
2017-02-01,20437.23,MXN
2017-03-31,0.017200,MXN
2017-03-30,20200.86,MXN
2017-03-29,19425.23,MXN
2017-03-28,19780.73,MXN
2017-03-27,19721.42,MXN
2017-03-26,19622.88,MXN
2017-03-24,17803.10,MXN
2017-03-23,19685.20,MXN
2017-03-22,19952.77,MXN
2017-03-21,21307.62,MXN
2017-03-20,19971.62,MXN
2017-03-19,0.018700,MXN
2017-03-17,20615.65,MXN
2017-03-16,22546.54,MXN
2017-03-15,24628.95,MXN
2017-03-14,24402.99,MXN
2017-03-13,24258.91,MXN
2017-03-12,0.015900,MXN
2017-03-11,0.016500,MXN
2017-03-10,22055.73,MXN
2017-03-09,23454.83,MXN
2017-03-08,22339.11,MXN
2017-03-07,24170.28,MXN
2017-03-06,24983.91,MXN
2017-03-05,0.015200,MXN
2017-03-03,25678.18,MXN
2017-03-02,24907.78,MXN
2017-03-01,24584.47,MXN
2017-04-30,26651.27,MXN
2017-04-29,0.013800,MXN
2017-04-28,0.014100,MXN
2017-04-27,25340.29,MXN
2017-04-26,25550.93,MXN
2017-04-25,24280.82,MXN
2017-04-24,23783.94,MXN
2017-04-23,23252.43,MXN
2017-04-22,0.015100,MXN
2017-04-21,0.015000,MXN
2017-04-20,23514.63,MXN
2017-04-19,23340.22,MXN
2017-04-18,22580.80,MXN
2017-04-17,22315.56,MXN
2017-04-16,22080.79,MXN
2017-04-14,0.015800,MXN
2017-04-13,21868.90,MXN
2017-04-12,21828.94,MXN
2017-04-11,22731.64,MXN
2017-04-10,22820.27,MXN
2017-04-09,22504.83,MXN
2017-04-08,0.015800,MXN
2017-04-07,0.015700,MXN
2017-04-06,22312.98,MXN
2017-04-05,22354.10,MXN
2017-04-04,21259.66,MXN
2017-04-03,21344.63,MXN
2017-04-02,21476.35,MXN
2017-04-01,0.017200,MXN
2017-05-31,45012.80,MXN
2017-05-30,43130.88,MXN
2017-05-29,40504.61,MXN
2017-05-28,42116.40,MXN
2017-05-27,0.008800,MXN
2017-05-26,0.008100,MXN
2017-05-25,41554.16,MXN
2017-05-24,42583.14,MXN
2017-05-23,45595.60,MXN
2017-05-22,42510.45,MXN
2017-05-21,39739.07,MXN
2017-05-20,0.009100,MXN
2017-05-19,0.009500,MXN
2017-05-18,36936.67,MXN
2017-05-17,35605.26,MXN
2017-05-16,33658.56,MXN
2017-05-15,32328.89,MXN
2017-05-14,32095.04,MXN
2017-05-13,0.010500,MXN
2017-05-12,0.011100,MXN
2017-05-11,31727.99,MXN
2017-05-10,34592.55,MXN
2017-05-09,33568.30,MXN
2017-05-08,32583.87,MXN
2017-05-07,31521.63,MXN
2017-05-06,0.012000,MXN
2017-05-05,0.012300,MXN
2017-05-04,28719.46,MXN
2017-05-03,28570.11,MXN
2017-05-02,27865.08,MXN
2017-05-01,27064.31,MXN
2017-06-30,0.007400,MXN
2017-06-29,44732.51,MXN
2017-06-28,45602.81,MXN
2017-06-27,46290.98,MXN
2017-06-26,46253.75,MXN
2017-06-25,44015.89,MXN
2017-06-24,0.007000,MXN
2017-06-23,0.006700,MXN
2017-06-22,49080.76,MXN
2017-06-21,49683.11,MXN
2017-06-20,48814.75,MXN
2017-06-19,49526.45,MXN
2017-06-18,46930.10,MXN
2017-06-16,0.007200,MXN
2017-06-15,45190.48,MXN
2017-06-14,43867.97,MXN
2017-06-13,44583.46,MXN
2017-06-12,49120.87,MXN
2017-06-11,48243.88,MXN
2017-06-09,0.006500,MXN
2017-06-08,51166.01,MXN
2017-06-07,51129.69,MXN
2017-06-06,49068.01,MXN
2017-06-05,52678.16,MXN
2017-06-04,50585.68,MXN
2017-06-02,0.007500,MXN
2017-06-01,46496.51,MXN
2017-07-31,48927.75,MXN
2017-07-30,51180.40,MXN
2017-07-29,0.006600,MXN
2017-07-28,0.006400,MXN
2017-07-27,49791.29,MXN
2017-07-26,47376.28,MXN
2017-07-25,45430.18,MXN
2017-07-24,45804.91,MXN
2017-07-23,48720.44,MXN
2017-07-22,0.006200,MXN
2017-07-21,0.006600,MXN
2017-07-20,46764.44,MXN
2017-07-19,50347.85,MXN
2017-07-18,39934.70,MXN
2017-07-17,40782.60,MXN
2017-07-16,39227.01,MXN
2017-07-14,0.007900,MXN
2017-07-13,39483.93,MXN
2017-07-12,42011.82,MXN
2017-07-11,43067.31,MXN
2017-07-10,41756.51,MXN
2017-07-09,42345.20,MXN
2017-07-08,0.007100,MXN
2017-07-07,0.007200,MXN
2017-07-06,45912.06,MXN
2017-07-05,47802.61,MXN
2017-07-04,47806.04,MXN
2017-07-03,47593.46,MXN
2017-07-02,46499.74,MXN
2017-08-31,88065.52,MXN
2017-08-30,84059.72,MXN
2017-08-29,81888.99,MXN
2017-08-28,82214.68,MXN
2017-08-27,77264.47,MXN
2017-08-25,0.004000,MXN
2017-08-24,77286.90,MXN
2017-08-23,76221.98,MXN
2017-08-22,73257.68,MXN
2017-08-21,72080.82,MXN
2017-08-20,70873.60,MXN
2017-08-19,0.004300,MXN
2017-08-18,0.004300,MXN
2017-08-17,73334.02,MXN
2017-08-16,75494.87,MXN
2017-08-15,78092.98,MXN
2017-08-14,74060.83,MXN
2017-08-13,77119.48,MXN
2017-08-11,0.004900,MXN
2017-08-10,65601.09,MXN
2017-08-09,61476.03,MXN
2017-08-08,59734.45,MXN
2017-08-07,61389.38,MXN
2017-08-06,60738.44,MXN
2017-08-04,0.006300,MXN
2017-08-03,51452.45,MXN
2017-08-02,50080.34,MXN
2017-08-01,48588.32,MXN
2017-09-28,75603.75,MXN
2017-09-27,76559.24,MXN
2017-09-26,75731.65,MXN
2017-09-25,69675.49,MXN
2017-09-24,69830.32,MXN
2017-09-23,0.004700,MXN
2017-09-22,0.004900,MXN
2017-09-21,64297.48,MXN
2017-09-20,64483.33,MXN
2017-09-19,69054.26,MXN
2017-09-18,69291.80,MXN
2017-09-17,72221.31,MXN
2017-09-15,0.004700,MXN
2017-09-14,65683.27,MXN
2017-09-13,57667.86,MXN
2017-09-12,68701.55,MXN
2017-09-11,73613.33,MXN
2017-09-10,74811.81,MXN
2017-09-08,0.004100,MXN
2017-09-07,76412.99,MXN
2017-09-06,82245.37,MXN
2017-09-05,82423.04,MXN
2017-09-04,78770.04,MXN
2017-09-03,76123.93,MXN
2017-09-02,0.003800,MXN
2017-09-01,0.003600,MXN
2017-10-31,124040.65,MXN
2017-10-30,117518.40,MXN
2017-10-26,110858.96,MXN
2017-10-25,112326.47,MXN
2017-10-24,110540.80,MXN
2017-10-23,105318.23,MXN
2017-10-22,112371.60,MXN
2017-10-19,112568.26,MXN
2017-10-18,107893.14,MXN
2017-10-17,104993.85,MXN
2017-10-16,106384.92,MXN
2017-10-15,108770.11,MXN
2017-10-12,106666.67,MXN
2017-10-11,101583.70,MXN
2017-10-10,90881.16,MXN
2017-10-09,88884.29,MXN
2017-10-08,88846.41,MXN
2017-10-05,80689.08,MXN
2017-10-04,79065.80,MXN
2017-10-03,76840.08,MXN
2017-10-02,78642.67,MXN
2017-10-01,79851.98,MXN
2017-11-30,183673.27,MXN
2017-11-29,181701.96,MXN
2017-11-28,183790.10,MXN
2017-11-27,180085.44,MXN
2017-11-26,0.002000,MXN
2017-11-25,0.002100,MXN
2017-11-24,152550.82,MXN
2017-11-23,149016.80,MXN
2017-11-22,155384.30,MXN
2017-11-21,154421.95,MXN
2017-11-20,156549.59,MXN
2017-11-19,0.002400,MXN
2017-11-18,0.002400,MXN
2017-11-17,0.000000,MXN
2017-11-16,0.000000,MXN
2017-11-15,139835.77,MXN
2017-11-14,125703.95,MXN
2017-11-13,124875.16,MXN
2017-11-12,0.003200,MXN
2017-11-10,125168.42,MXN
2017-11-09,136360.00,MXN
2017-11-08,142787.31,MXN
2017-11-07,135080.85,MXN
2017-11-06,133104.17,MXN
2017-11-03,135587.86,MXN
2017-11-02,134614.79,MXN
2017-11-01,129535.14,MXN
2017-12-31,0.001400,MXN
2017-12-30,0.001500,MXN
2017-12-29,285443.48,MXN
2017-12-28,285615.94,MXN
2017-12-27,305772.31,MXN
2017-12-26,313349.21,MXN
2017-12-25,273609.72,MXN
2017-12-24,0.001400,MXN
2017-12-22,266694.52,MXN
2017-12-21,300375.00,MXN
2017-12-20,315072.13,MXN
2017-12-19,334342.11,MXN
2017-12-18,360773.58,MXN
2017-12-17,0.001000,MXN
2017-12-15,335322.81,MXN
2017-12-14,311681.97,MXN
2017-12-13,314255.74,MXN
2017-12-12,322938.98,MXN
2017-12-11,315820.00,MXN
2017-12-10,0.001200,MXN
2017-12-08,305685.48,MXN
2017-12-07,319511.86,MXN
2017-12-06,257124.66,MXN
2017-12-05,216401.16,MXN
2017-12-04,216897.67,MXN
2017-12-03,0.001700,MXN
2017-12-02,0.001700,MXN
2017-12-01,202697.83,MXN
2020-01-31,1017542.06,JPY
2020-01-30,1037971.43,JPY
2020-01-29,1019925.23,JPY
2020-01-28,1017943.93,JPY
2020-01-27,971446.43,JPY
2020-01-26,933742.65,JPY
2020-01-24,928406.78,JPY
2020-01-23,922084.03,JPY
2020-01-22,955721.74,JPY
2020-01-21,966429.82,JPY
2020-01-20,949827.59,JPY
2020-01-19,952768.09,JPY
2020-01-17,983705.36,JPY
2020-01-16,955504.35,JPY
2020-01-15,963631.58,JPY
2020-01-14,973380.53,JPY
2020-01-13,890780.49,JPY
